trip_id,driver_id,rider_id,city,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,payment_method,pickup_time,drop_time,dif_drop_pickup,pickup_hour,pickup_month,pickup_day,weekday,weekend,rush_hour,distance_hour,squared_distance,delta_lat,delta_long,pickup_cluster,drop_cluster,haversine_distance
4091,6314,83931,Boston,39.17979087331165,-85.8496211288508,39.168533963244535,-85.88277492716537,12.11,31.87,Completed,UPI,2023-01-03 20:10:00,2023-01-03 20:46:19,00:36:19,20,1,3,1,0,0,242.2,146.6521,-0.011256910067118042,-0.033153798314572214,2,12,3.1200046783900155
4092,4354,14121,Chicago,40.3251639434751,-98.59081195176056,40.33737753584639,-98.56741051177752,3.35,8.41,Completed,Wallet,2023-01-03 20:11:00,2023-01-03 20:21:03,00:10:03,20,1,3,1,0,0,67.0,11.2225,0.012213592371296045,0.0234014399830329,11,10,2.404001189861486
4093,1270,77412,Chicago,37.69181440145829,-119.82313492750312,37.68414851810857,-119.8186740058924,7.2,22.0,Completed,Wallet,2023-01-03 20:12:00,2023-01-03 20:33:36,00:21:36,20,1,3,1,0,0,144.0,51.84,-0.007665883349716296,0.004460921610714763,13,18,0.9384468755232968
4094,2186,77236,Boston,39.25330615062549,-109.76317092453378,39.296255154873,-109.74985567166172,8.29,14.05,Completed,Card,2023-01-03 20:13:00,2023-01-03 20:37:52,00:24:52,20,1,3,1,0,0,165.79999999999998,68.72409999999999,0.042949004247510914,0.013315252872061478,1,7,4.911321871065296
4095,7305,11590,San Francisco,39.69841655589019,-100.63150984992524,39.68414532935281,-100.59156284193288,9.47,27.22,No-Show,Wallet,2023-01-03 20:14:00,2023-01-03 20:42:24,00:28:24,20,1,3,1,0,0,189.4,89.68090000000001,-0.014271226537381665,0.03994700799235318,19,17,3.768441354322684
4096,3398,60019,Boston,40.61603955734386,-110.34411196147906,40.56664220556097,-110.37856588447654,5.3,11.47,Completed,Card,2023-01-03 20:15:00,2023-01-03 20:30:54,00:15:54,20,1,3,1,0,0,106.0,28.09,-0.049397351782893395,-0.03445392299748562,1,7,6.215602027399745
4097,7995,71713,San Francisco,39.415461178785726,-87.94094804495104,39.43699682955695,-87.93148519728925,10.75,24.94,Completed,Card,2023-01-03 20:16:00,2023-01-03 20:48:15,00:32:15,20,1,3,1,0,0,215.0,115.5625,0.02153565077122721,0.009462847661794171,10,4,2.5288307642884904
4098,8299,40487,Boston,37.17030576830686,-110.9618122619528,37.19822595871762,-110.91520576744794,6.01,18.37,Completed,Cash,2023-01-03 20:17:00,2023-01-03 20:35:01,00:18:01,20,1,3,1,0,0,120.19999999999999,36.1201,0.02792019041076088,0.04660649450485721,1,0,5.165795138794686
4099,5182,97581,San Francisco,39.27487624699138,-84.12408233759244,39.25361850850697,-84.13270769037482,6.71,15.23,Completed,Wallet,2023-01-03 20:18:00,2023-01-03 20:38:07,00:20:07,20,1,3,1,0,0,134.2,45.0241,-0.021257738484415256,-0.008625352782374307,16,12,2.4776461169889634
4100,3230,12064,Los Angeles,37.81297436419616,-121.63647023853116,37.78509690899142,-121.63660568907584,11.05,32.17,Completed,UPI,2023-01-03 20:19:00,2023-01-03 20:52:09,00:33:09,20,1,3,1,0,0,221.0,122.10250000000002,-0.027877455204738055,-0.00013545054467556383,13,18,3.0998544318699217
4101,7511,52447,Los Angeles,38.85679365651124,-101.8295464272036,38.85826648117336,-101.87873125613774,10.33,28.5,Completed,Wallet,2023-01-03 20:20:00,2023-01-03 20:50:59,00:30:59,20,1,3,1,0,0,206.6,106.7089,0.0014728246621160679,-0.049184828934144775,19,17,4.261984455032728
4102,1128,12345,Boston,39.26734112169546,-97.77374417673288,39.257774443640926,-97.81691974645835,8.34,19.64,Completed,UPI,2023-01-03 20:21:00,2023-01-03 20:46:01,00:25:01,20,1,3,1,0,0,166.8,69.5556,-0.009566678054532929,-0.0431755697254772,11,10,3.8663383913317975
4103,4672,66171,New York,39.63460435434736,-76.32787841706914,39.66997084997712,-76.30469735828414,4.74,15.11,Completed,Cash,2023-01-03 20:22:00,2023-01-03 20:36:13,00:14:13,20,1,3,1,0,0,94.80000000000001,22.4676,0.03536649562975924,0.02318105878499921,15,15,4.404966614142197
4104,5765,43818,Los Angeles,37.29290991275517,-121.9630971871415,37.28118815094602,-121.92553752777432,3.54,10.63,Completed,UPI,2023-01-03 20:23:00,2023-01-03 20:33:37,00:10:37,20,1,3,1,0,0,70.8,12.531600000000001,-0.011721761809148745,0.03755965936717587,13,18,3.569313534502547
4105,4970,29971,Boston,40.388088475086576,-114.35120857606704,40.43734705137364,-114.38881816632366,0.39,4.49,Completed,Wallet,2023-01-03 20:24:00,2023-01-03 20:25:10,00:01:10,20,1,3,1,0,0,7.800000000000001,0.1521,0.04925857628706609,-0.03760959025662203,4,11,6.335586325663738
4106,8545,68951,Seattle,40.77530649088067,-89.12223723407921,40.76996219552396,-89.08996584818755,9.05,26.07,Completed,Wallet,2023-01-03 20:25:00,2023-01-03 20:52:09,00:27:09,20,1,3,1,0,0,181.0,81.90250000000002,-0.005344295356714213,0.03227138589166145,18,14,2.7817477879056267
4107,6552,56535,Boston,39.79410026837467,-93.4721232611252,39.839680766456105,-93.4368869636962,2.58,7.21,Completed,Card,2023-01-03 20:26:00,2023-01-03 20:33:44,00:07:44,20,1,3,1,0,0,51.6,6.6564000000000005,0.04558049808143494,0.0352362974290088,9,9,5.894470189429915
4108,1627,82267,Los Angeles,39.4135619870955,-100.71631678667497,39.363569097588005,-100.73825906313331,7.67,15.37,Completed,Cash,2023-01-03 20:27:00,2023-01-03 20:50:00,00:23:00,20,1,3,1,0,0,153.4,58.8289,-0.04999288950749303,-0.02194227645834701,19,17,5.870074140891796
4109,7589,88243,Seattle,39.47506673914077,-83.1010987059788,39.50284445114968,-83.14446855243841,2.53,7.48,Completed,Cash,2023-01-03 20:28:00,2023-01-03 20:35:35,00:07:35,20,1,3,1,0,0,50.599999999999994,6.400899999999999,0.027777712008905553,-0.04336984645961195,16,8,4.836505573622464
4110,3044,16383,Boston,39.7919965647623,-108.88897463962316,39.75403496600627,-108.85360817421936,10.82,15.22,Completed,UPI,2023-01-03 20:29:00,2023-01-03 21:01:27,00:32:27,20,1,3,1,0,0,216.4,117.0724,-0.037961598756027115,0.035366465403797065,1,7,5.191685243936162
4111,3341,24847,New York,40.52224656024433,-115.49776411299236,40.55853848520768,-115.53765472525323,8.12,23.53,Completed,Card,2023-01-03 20:30:00,2023-01-03 20:54:21,00:24:21,20,1,3,1,0,0,162.39999999999998,65.93439999999998,0.03629192496335065,-0.039890612260876424,4,11,5.258109430217145
4112,6884,14899,Seattle,37.601950596381485,-92.44802120525624,37.62844418889844,-92.44234472174726,8.31,20.72,Cancelled,Wallet,2023-01-03 20:31:00,2023-01-03 20:55:55,00:24:55,20,1,3,1,0,0,166.20000000000002,69.05610000000001,0.02649359251695671,0.005676483508977981,9,9,2.9880809115375584
4113,9185,47302,San Francisco,37.13737427312436,-95.706070125389,37.09272766959797,-95.71606483817104,8.67,20.34,Completed,UPI,2023-01-03 20:32:00,2023-01-03 20:58:00,00:26:00,20,1,3,1,0,0,173.4,75.1689,-0.04464660352638816,-0.009994712782031456,3,2,5.042957431356826
4114,1249,41491,Boston,37.28479766526086,-97.54891803980033,37.33456054967463,-97.53888045383916,6.87,14.55,Completed,UPI,2023-01-03 20:33:00,2023-01-03 20:53:36,00:20:36,20,1,3,1,0,0,137.4,47.1969,0.04976288441376653,0.010037585961171658,11,10,5.60413893724618
4115,3925,43290,Seattle,38.11256429022856,-94.37968412717058,38.11704771091014,-94.34504343271573,3.52,7.35,Completed,Card,2023-01-03 20:34:00,2023-01-03 20:44:33,00:10:33,20,1,3,1,0,0,70.4,12.3904,0.0044834206815806965,0.03464069445485052,9,2,3.0712879439553697
4116,6043,51530,Los Angeles,38.61116388581348,-100.1924974918332,38.65636544236626,-100.162526472739,10.28,25.8,Completed,Cash,2023-01-03 20:35:00,2023-01-03 21:05:50,00:30:50,20,1,3,1,0,0,205.6,105.67839999999998,0.04520155655277591,0.029971019094190865,19,17,5.660356582287372
4117,1974,39954,New York,38.86248943406692,-116.2015040582048,38.82670879241167,-116.17033853137193,7.83,20.84,Completed,Wallet,2023-01-03 20:36:00,2023-01-03 20:59:29,00:23:29,20,1,3,1,0,0,156.6,61.3089,-0.03578064165525063,0.03116552683287921,4,16,4.807744969836629
4118,8192,29723,New York,37.89922540423581,-94.7016844341112,37.90903954888152,-94.69011228695052,4.8,10.56,Completed,Wallet,2023-01-03 20:37:00,2023-01-03 20:51:24,00:14:24,20,1,3,1,0,0,96.0,23.04,0.009814144645716283,0.01157214716067756,3,2,1.4905533081562217
4119,3672,79744,Boston,37.3012688154361,-121.39034035568,37.32195060352964,-121.40671438047497,5.21,15.01,No-Show,Card,2023-01-03 20:38:00,2023-01-03 20:53:37,00:15:37,20,1,3,1,0,0,104.2,27.144099999999998,0.020681788093540376,-0.01637402479497041,13,18,2.717657852012462
4120,8279,73048,Chicago,37.99505828617224,-75.9234404061952,38.03121193338728,-75.94777706735408,6.25,15.25,Completed,Cash,2023-01-03 20:39:00,2023-01-03 20:57:45,00:18:45,20,1,3,1,0,0,125.0,39.0625,0.03615364721504477,-0.024336661158884,0,15,4.5504856015306
4121,8531,94372,Los Angeles,40.08944128261665,-80.06256445746997,40.04577715791173,-80.05739956491442,5.19,12.46,Completed,UPI,2023-01-03 20:40:00,2023-01-03 20:55:34,00:15:34,20,1,3,1,0,0,103.80000000000001,26.936100000000003,-0.043664124704918095,0.0051648925555554115,5,1,4.8750815259846
4122,9662,73381,New York,39.437296884708886,-109.38173763550978,39.44939863046504,-109.40788894245374,3.77,9.55,Completed,Wallet,2023-01-03 20:41:00,2023-01-03 20:52:18,00:11:18,20,1,3,1,0,0,75.4,14.2129,0.012101745756154969,-0.02615130694395873,1,7,2.617944201950404
4123,2987,62625,Los Angeles,39.96186338230635,-104.91950175572173,39.95493597828981,-104.87559574014578,2.4,8.84,Completed,UPI,2023-01-03 20:42:00,2023-01-03 20:49:12,00:07:12,20,1,3,1,0,0,48.0,5.76,-0.006927404016536798,0.04390601557594209,12,3,3.820658863611137
4124,1090,40955,Boston,39.107226109908254,-89.38314477632915,39.146665231921126,-89.36950285498176,11.06,29.59,Cancelled,Card,2023-01-03 20:43:00,2023-01-03 21:16:10,00:33:10,20,1,3,1,0,0,221.20000000000002,122.32360000000001,0.039439122012872474,0.013641921347385733,18,14,4.54056449786516
4125,9721,15125,Boston,38.01941404579821,-86.18941770271847,38.05663480679395,-86.19984168484001,6.1,15.67,Completed,Cash,2023-01-03 20:44:00,2023-01-03 21:02:18,00:18:18,20,1,3,1,0,0,122.0,37.209999999999994,0.03722076099574423,-0.010423982121537279,10,4,4.238245801838453
4126,5059,66920,Chicago,40.86127192673131,-86.83998166536415,40.88516430870556,-86.82021851216399,6.34,14.19,Completed,Cash,2023-01-03 20:45:00,2023-01-03 21:04:01,00:19:01,20,1,3,1,0,0,126.8,40.1956,0.023892381974249588,0.019763153200159422,2,4,3.1335903656263646
4127,3773,78721,Chicago,40.39246361253678,-119.61145339920742,40.39838291878547,-119.63463792975358,9.02,18.84,Completed,Card,2023-01-03 20:46:00,2023-01-03 21:13:03,00:27:03,20,1,3,1,0,0,180.39999999999998,81.3604,0.005919306248692635,-0.02318453054616043,13,5,2.070769778324383
4128,9383,84574,Boston,40.643019224153086,-95.49564651763222,40.61616165088154,-95.48747865739313,9.77,19.34,Completed,UPI,2023-01-03 20:47:00,2023-01-03 21:16:18,00:29:18,20,1,3,1,0,0,195.39999999999998,95.45289999999999,-0.02685757327154903,0.00816786023909799,3,2,3.064939050970924
4129,8409,60486,San Francisco,37.85936230574082,-118.6506235807206,37.82660624212684,-118.62363954188211,8.85,20.07,Completed,Wallet,2023-01-03 20:48:00,2023-01-03 21:14:33,00:26:33,20,1,3,1,0,0,177.0,78.32249999999999,-0.03275606361397365,0.026984038838492097,6,16,4.34520403293096
4130,5440,58295,San Francisco,39.79001797803411,-101.80214131740163,39.82996292363241,-101.83373947126488,3.26,10.07,Completed,Wallet,2023-01-03 20:49:00,2023-01-03 20:58:46,00:09:46,20,1,3,1,0,0,65.19999999999999,10.6276,0.03994494559830031,-0.03159815386324283,19,17,5.197417983152284
4131,8347,53857,New York,39.19185410530481,-79.08366146741957,39.23101168211474,-79.09659303416788,11.53,32.07,Cancelled,Cash,2023-01-03 20:50:00,2023-01-03 21:24:35,00:34:35,20,1,3,1,0,0,230.6,132.9409,0.039157576809927264,-0.012931566748306977,5,1,4.494405538737531
4132,2008,48963,Chicago,37.858818589478,-85.08910592096024,37.84404215903181,-85.04634943898537,4.04,7.16,Completed,Card,2023-01-03 20:51:00,2023-01-03 21:03:07,00:12:07,20,1,3,1,0,0,80.8,16.3216,-0.014776430446190147,0.04275648197486248,16,12,4.09784387711859
4133,4783,52871,New York,40.269897753534,-79.40174409364897,40.2476348864441,-79.43284108644625,2.43,4.99,Completed,UPI,2023-01-03 20:52:00,2023-01-03 20:59:17,00:07:17,20,1,3,1,0,0,48.6,5.9049000000000005,-0.02226286708990699,-0.031096992797273515,5,1,3.6182001916348496
4134,7646,26683,Seattle,37.01263488505175,-96.4522352541954,36.973076617111175,-96.41613783244873,3.91,9.99,Completed,Cash,2023-01-03 20:53:00,2023-01-03 21:04:43,00:11:43,20,1,3,1,0,0,78.2,15.288100000000002,-0.03955826794057771,0.03609742174667474,3,2,5.44299517135829
4135,5298,14958,Seattle,37.68576275139269,-83.76620121140786,37.66240909144901,-83.75267768410612,3.13,7.05,Completed,UPI,2023-01-03 20:54:00,2023-01-03 21:03:23,00:09:23,20,1,3,1,0,0,62.599999999999994,9.796899999999999,-0.023353659943680327,0.013523527301742888,16,19,2.8565764818510666
4136,5668,42851,Los Angeles,37.6654377179194,-100.71787924221708,37.6448747453528,-100.75567058267848,3.98,8.18,Completed,UPI,2023-01-03 20:55:00,2023-01-03 21:06:56,00:11:56,20,1,3,1,0,0,79.6,15.8404,-0.020562972566601445,-0.03779134046139632,19,17,4.0368672757162445
4137,5287,83451,Boston,39.32149439066694,-120.0234467726549,39.33425594130825,-120.03907107808368,2.99,8.85,Completed,Card,2023-01-03 20:56:00,2023-01-03 21:04:58,00:08:58,20,1,3,1,0,0,59.800000000000004,8.940100000000001,0.012761550641307906,-0.0156243054287728,13,5,1.9543948318551176
4138,3052,42585,Seattle,39.04509141767472,-116.34084267490812,39.0620023781005,-116.29536376130363,9.26,19.15,Completed,Card,2023-01-03 20:57:00,2023-01-03 21:24:46,00:27:46,20,1,3,1,0,0,185.2,85.74759999999999,0.016910960425782662,0.04547891360448375,4,16,4.354059311542584
4139,7009,50594,Boston,40.717506515403045,-94.00557365688566,40.72271056125817,-93.98038470921595,4.15,11.98,Completed,Card,2023-01-03 20:58:00,2023-01-03 21:10:27,00:12:27,20,1,3,1,0,0,83.0,17.222500000000004,0.0052040458551232405,0.025188947669704476,9,9,2.2002614986687155
4140,2716,23306,Seattle,40.31487152634229,-105.33066161917424,40.291412563966176,-105.3192097348999,3.41,5.61,Completed,Cash,2023-01-03 20:59:00,2023-01-03 21:09:13,00:10:13,20,1,3,1,0,0,68.2,11.628100000000002,-0.023458962376111003,0.011451884274336521,12,13,2.7834255504696963
4141,1310,96905,Seattle,38.32017411717891,-117.50824036184515,38.36243688332485,-117.51025214541002,5.11,8.96,Completed,Cash,2023-01-03 21:00:00,2023-01-03 21:15:19,00:15:19,21,1,3,1,0,0,107.31,26.1121,0.04226276614593871,-0.002011783564867642,6,16,4.702679381282671
4142,5538,93418,San Francisco,39.114100671867774,-86.66229530372915,39.08028812827147,-86.6131546761256,6.55,16.05,Completed,UPI,2023-01-03 21:01:00,2023-01-03 21:20:39,00:19:39,21,1,3,1,0,0,137.54999999999998,42.902499999999996,-0.033812543596305034,0.04914062760354909,2,4,5.667356807680608
4143,2260,56714,New York,38.24042088140464,-116.58918251950516,38.19719412762691,-116.57620839661494,4.15,8.84,Completed,Card,2023-01-03 21:02:00,2023-01-03 21:14:27,00:12:27,21,1,3,1,0,0,87.15,17.222500000000004,-0.043226753777730664,0.01297412289021338,4,16,4.9384231226234805
4144,4932,36602,New York,37.803540724771466,-121.23331508189716,37.85302911737848,-121.20604940112148,6.45,13.32,Completed,Card,2023-01-03 21:03:00,2023-01-03 21:22:21,00:19:21,21,1,3,1,0,0,135.45000000000002,41.6025,0.04948839260701732,0.027265680775684586,13,18,6.001327577772717
4145,1584,79406,Los Angeles,39.443278321071006,-113.98688020692693,39.39527916385893,-113.97412808511166,2.53,10.05,Completed,Cash,2023-01-03 21:04:00,2023-01-03 21:11:35,00:07:35,21,1,3,1,0,0,53.129999999999995,6.400899999999999,-0.04799915721207526,0.01275212181526797,4,11,5.448513472932796
4146,8616,88517,New York,40.30147250379678,-106.539398736368,40.31843916786059,-106.50725948143734,6.58,16.82,Completed,UPI,2023-01-03 21:05:00,2023-01-03 21:24:44,00:19:44,21,1,3,1,0,0,138.18,43.2964,0.016966664063808423,0.03213925493065517,14,13,3.314483194266311
4147,9551,69490,Los Angeles,37.11998924078019,-75.95550666846677,37.101427609906736,-75.90654552798094,3.61,12.71,Completed,Card,2023-01-03 21:06:00,2023-01-03 21:16:49,00:10:49,21,1,3,1,0,0,75.81,13.0321,-0.018561630873456636,0.048961140485829446,8,15,4.8072407334647425
4148,3866,77261,New York,37.19688415962685,-81.59142210779223,37.24531837546981,-81.559613683924,7.81,21.56,No-Show,Cash,2023-01-03 21:07:00,2023-01-03 21:30:25,00:23:25,21,1,3,1,0,0,164.01,60.99609999999999,0.048434215842959816,0.031808423868227464,5,19,6.077639872206754
4149,6898,88733,Seattle,37.14910122928233,-87.15188665927212,37.13386364309048,-87.10306856261732,6.53,20.74,Completed,Card,2023-01-03 21:08:00,2023-01-03 21:27:35,00:19:35,21,1,3,1,0,0,137.13,42.6409,-0.015237586191851449,0.04881809665479864,10,4,4.647065591677978
4150,3011,72769,Chicago,39.80659204973665,-90.38822312392642,39.83983430175142,-90.36674611305884,7.85,14.33,Completed,Card,2023-01-03 21:09:00,2023-01-03 21:32:33,00:23:33,21,1,3,1,0,0,164.85,61.622499999999995,0.03324225201476594,0.021477010867585022,18,14,4.126407292699444
4151,7251,12810,Boston,38.3938346495577,-87.07291070016942,38.37575092669089,-87.03230007758694,10.4,16.25,Cancelled,Wallet,2023-01-03 21:10:00,2023-01-03 21:41:12,00:31:12,21,1,3,1,0,0,218.4,108.16000000000001,-0.018083722866805374,0.04061062258247716,10,4,4.070948132030157
4152,5939,77830,Los Angeles,39.83596110609732,-84.76497754499428,39.82850583981318,-84.81226527411937,6.18,16.83,Completed,Card,2023-01-03 21:11:00,2023-01-03 21:29:32,00:18:32,21,1,3,1,0,0,129.78,38.1924,-0.007455266284139839,-0.04728772912508816,2,12,4.122078923483027
4153,5006,86040,Boston,37.89111613999634,-73.33115196679611,37.90805262065134,-73.32180350241438,8.33,23.13,Completed,Card,2023-01-03 21:12:00,2023-01-03 21:36:59,00:24:59,21,1,3,1,0,0,174.93,69.3889,0.016936480654997865,0.009348464381730537,0,6,2.054131945310054
4154,2625,51384,Boston,37.04184874818518,-94.9634731372198,37.07575306457737,-95.00851002361452,6.0,12.51,Completed,Wallet,2023-01-03 21:13:00,2023-01-03 21:31:00,00:18:00,21,1,3,1,0,0,126.0,36.0,0.033904316392188605,-0.04503688639472614,3,2,5.493977034888541
4155,1890,15177,New York,39.6594920477708,-110.25139111132064,39.68685904352035,-110.29610587607924,5.23,14.31,Completed,Wallet,2023-01-03 21:14:00,2023-01-03 21:29:41,00:15:41,21,1,3,1,0,0,109.83000000000001,27.352900000000005,0.027366995749552814,-0.04471476475859504,1,7,4.889384661807192
4156,7078,99936,New York,37.77830578496635,-120.44782951245833,37.77314023530701,-120.41633342406293,4.84,7.72,Completed,Card,2023-01-03 21:15:00,2023-01-03 21:29:31,00:14:31,21,1,3,1,0,0,101.64,23.4256,-0.005165549659338353,0.03149608839540008,13,18,2.8271567446267234
4157,8036,48371,Los Angeles,39.225273629971525,-108.59047761904196,39.185485016698905,-108.58124696724444,7.22,16.99,Completed,UPI,2023-01-03 21:16:00,2023-01-03 21:37:39,00:21:39,21,1,3,1,0,0,151.62,52.1284,-0.039788613272619955,0.009230651797523137,1,7,4.495211914140588
4158,9923,61523,San Francisco,38.73522558918808,-96.01354121093073,38.70858788455577,-95.99140785414086,2.04,6.44,Completed,Card,2023-01-03 21:17:00,2023-01-03 21:23:07,00:06:07,21,1,3,1,0,0,42.84,4.1616,-0.026637704632314296,0.022133356789865388,3,2,3.529908868461259
4159,4961,37415,San Francisco,40.56224416248419,-106.47145338648826,40.51992439821923,-106.46206409564576,4.34,10.93,Completed,Cash,2023-01-03 21:18:00,2023-01-03 21:31:01,00:13:01,21,1,3,1,0,0,91.14,18.8356,-0.04231976426495976,0.00938929084250617,14,13,4.772160484515617
4160,3504,67405,Boston,37.15110654892365,-117.08311035265126,37.18394637616027,-117.04889786648376,3.47,8.01,Cancelled,UPI,2023-01-03 21:19:00,2023-01-03 21:29:24,00:10:24,21,1,3,1,0,0,72.87,12.0409,0.03283982723662149,0.03421248616750461,6,16,4.745984837394317
4161,9806,57696,San Francisco,38.785801574830366,-82.5620528697782,38.81532775548278,-82.55733704338381,4.62,11.1,Completed,Wallet,2023-01-03 21:20:00,2023-01-03 21:33:51,00:13:51,21,1,3,1,0,0,97.02,21.3444,0.02952618065241097,0.0047158263943885,16,19,3.308497348586205
4162,4806,29942,Chicago,40.35136191690013,-94.11295354427374,40.36263644233696,-94.08940370586892,5.97,14.03,Completed,Card,2023-01-03 21:21:00,2023-01-03 21:38:54,00:17:54,21,1,3,1,0,0,125.36999999999999,35.640899999999995,0.011274525436824945,0.0235498384048185,9,9,2.356592332341735
4163,7100,77320,New York,39.72117986428298,-101.04509943374666,39.7510027165196,-101.04152599723987,3.98,10.66,Cancelled,Card,2023-01-03 21:22:00,2023-01-03 21:33:56,00:11:56,21,1,3,1,0,0,83.58,15.8404,0.02982285223662018,0.003573436506783878,19,17,3.3301976675428064
4164,2719,12916,Seattle,40.51425680889075,-103.38736442482562,40.53437049765503,-103.4091249031576,9.62,15.86,Completed,Card,2023-01-03 21:23:00,2023-01-03 21:51:51,00:28:51,21,1,3,1,0,0,202.01999999999998,92.54439999999998,0.02011368876428321,-0.021760478331984245,12,3,2.8956800633378004
4165,7686,78980,Boston,40.96506577710443,-92.24203028387582,40.91645896085266,-92.23498628394958,8.21,13.75,Completed,Cash,2023-01-03 21:24:00,2023-01-03 21:48:37,00:24:37,21,1,3,1,0,0,172.41000000000003,67.40410000000001,-0.04860681625176966,0.007043999926239053,9,9,5.4371193323949365
4166,2587,65346,New York,39.22742045753207,-94.01042492864744,39.20414065910644,-94.00356549577708,0.2,4.19,Completed,Card,2023-01-03 21:25:00,2023-01-03 21:25:36,00:00:36,21,1,3,1,0,0,4.2,0.04000000000000001,-0.023279798425626552,0.006859432870356841,9,9,2.6551913550899107
4167,8000,63864,San Francisco,38.3815708452404,-79.57364354223617,38.34676477505191,-79.57753070776589,8.38,15.22,Completed,Cash,2023-01-03 21:26:00,2023-01-03 21:51:08,00:25:08,21,1,3,1,0,0,175.98000000000002,70.22440000000002,-0.03480607018848758,-0.0038871655297185725,5,1,3.885068541147121
4168,1896,20831,Chicago,37.32353063480956,-103.76157815465471,37.343368278295,-103.7359565687718,7.93,11.5,Completed,Card,2023-01-03 21:27:00,2023-01-03 21:50:47,00:23:47,21,1,3,1,0,0,166.53,62.884899999999995,0.019837643485445255,0.02562158588291652,7,3,3.1618480391540777
4169,6558,40136,Chicago,39.512857606518025,-77.04593336841685,39.537171341060045,-76.99881965304232,3.8,8.41,Completed,Card,2023-01-03 21:28:00,2023-01-03 21:39:24,00:11:24,21,1,3,1,0,0,79.8,14.44,0.02431373454201946,0.047113715374536014,15,15,4.861936201952811
4170,9469,73365,Los Angeles,40.10797568922957,-91.83038755636896,40.10890387390008,-91.82863546505472,6.71,16.44,Completed,Card,2023-01-03 21:29:00,2023-01-03 21:49:07,00:20:07,21,1,3,1,0,0,140.91,45.0241,0.0009281846705135877,0.001752091314244808,18,9,0.18125966014782172
4171,5647,48304,Boston,38.9975838329165,-94.12016877093484,38.96006800674064,-94.09354865500244,5.37,9.14,Completed,Wallet,2023-01-03 21:30:00,2023-01-03 21:46:06,00:16:06,21,1,3,1,0,0,112.77,28.8369,-0.03751582617585569,0.026620115932402655,9,9,4.76412178664846
4172,3432,50881,Chicago,37.82022235474419,-97.24608327437198,37.86512243210446,-97.24836820064766,8.19,12.78,Completed,UPI,2023-01-03 21:31:00,2023-01-03 21:55:34,00:24:34,21,1,3,1,0,0,171.98999999999998,67.0761,0.04490007736026769,-0.00228492627567789,11,10,4.996690755949613
4173,4904,63789,Boston,40.61927931597189,-87.61465968899948,40.6364459385798,-87.63293037975625,5.54,10.82,Completed,Wallet,2023-01-03 21:32:00,2023-01-03 21:48:37,00:16:37,21,1,3,1,0,0,116.34,30.6916,0.017166622607909687,-0.018270690756764907,2,4,2.453798400349151
4174,7837,47009,Boston,40.58346073344101,-90.08259084546482,40.601252344749575,-90.04413633894218,3.57,7.03,Completed,Card,2023-01-03 21:33:00,2023-01-03 21:43:42,00:10:42,21,1,3,1,0,0,74.97,12.7449,0.017791611308567212,0.038454506522640486,18,14,3.802191311127974
4175,2449,86701,Boston,38.53254924692008,-87.42223396657471,38.52021774729848,-87.4233655689665,10.27,25.44,Completed,Cash,2023-01-03 21:34:00,2023-01-03 22:04:48,00:30:48,21,1,3,1,0,0,215.67,105.4729,-0.012331499621595299,-0.0011316023917942175,10,4,1.374729090923887
4176,5500,23546,New York,39.6293355826981,-117.1234559156821,39.62899907659887,-117.08966691819164,5.23,14.06,Completed,Cash,2023-01-03 21:35:00,2023-01-03 21:50:41,00:15:41,21,1,3,1,0,0,109.83000000000001,27.352900000000005,-0.0003365060992237545,0.03378899749046127,6,16,2.893967813044016
4177,6454,48286,Boston,40.07883332747564,-84.03071772253433,40.11210298130548,-84.03853693474338,7.85,14.33,Completed,Cash,2023-01-03 21:36:00,2023-01-03 21:59:33,00:23:33,21,1,3,1,0,0,164.85,61.622499999999995,0.033269653829840706,-0.007819212209042803,16,12,3.758730608742057
4178,5117,64882,San Francisco,37.4071950046864,-102.9382491198768,37.3893158704816,-102.90841316250086,8.9,12.97,Cancelled,Card,2023-01-03 21:37:00,2023-01-03 22:03:42,00:26:42,21,1,3,1,0,0,186.9,79.21000000000001,-0.017879134204797253,0.029835957375937028,7,3,3.3013474239939034
4179,9869,29133,Chicago,40.37991000023106,-111.96865769738255,40.33017881528586,-111.9812969890336,3.88,6.52,Completed,Cash,2023-01-03 21:38:00,2023-01-03 21:49:38,00:11:38,21,1,3,1,0,0,81.48,15.0544,-0.049731184945194684,-0.012639291651041162,17,0,5.632614044756335
4180,3028,44699,New York,39.9304907325108,-120.99546925400878,39.90086426596337,-120.97705024686498,3.28,8.69,Completed,Card,2023-01-03 21:39:00,2023-01-03 21:48:50,00:09:50,21,1,3,1,0,0,68.88,10.758399999999998,-0.029626466547426844,0.018419007143805288,13,5,3.6496758533249807
4181,7845,58560,Chicago,39.08662713768848,-86.51851530685786,39.09237205308044,-86.53131209374348,4.39,7.09,Completed,UPI,2023-01-03 21:40:00,2023-01-03 21:53:10,00:13:10,21,1,3,1,0,0,92.19,19.2721,0.005744915391957761,-0.01279678688561603,2,4,1.2758677261942515
4182,4758,41434,San Francisco,40.68048256413081,-81.59878881045518,40.65220458503816,-81.6286104538877,10.18,23.08,Completed,Card,2023-01-03 21:41:00,2023-01-03 22:11:32,00:30:32,21,1,3,1,0,0,213.78,103.63239999999999,-0.02827797909264973,-0.029821643432526912,5,8,4.02660600490094
